#timestamp, px, py, pz, qw, qx, qy, qz, idx
1403637162238319104.0 7.0292659 -0.1703483 -1.1863258 0.5899995 0.0489193 0.7821374 0.1943415 0
1403637162288318976.0 7.0560069 -0.1605771 -1.2242866 0.5897783 0.0506020 0.7809406 0.1993308 0
1403637162338319104.0 7.0770826 -0.1461380 -1.2600157 0.5889490 0.0497312 0.7809523 0.2019393 0
1403637162388318976.0 7.0977640 -0.1323179 -1.2941250 0.5894400 0.0531453 0.7781701 0.2102078 0
1403637162438319104.0 7.1123738 -0.1169264 -1.3298838 0.5886291 0.0533373 0.7771893 0.2159806 0
1403637162488318976.0 7.1264296 -0.1018698 -1.3661151 0.5878903 0.0432367 0.7773418 0.2196710 0
1403637162538319104.0 7.1350617 -0.0859194 -1.4000515 0.5875616 0.0405475 0.7765595 0.2237914 0
1403637162588318976.0 7.1413445 -0.0729949 -1.4366658 0.5879793 0.0357505 0.7760680 0.2252126 0
1403637162638319104.0 7.1477470 -0.0641518 -1.4731381 0.5858710 0.0322752 0.7793542 0.2198195 0
1403637162688318976.0 7.1537781 -0.0525663 -1.5126739 0.5843475 0.0350676 0.7816309 0.2153169 0
1403637162738319104.0 7.1550798 -0.0504670 -1.5516331 0.5790336 0.0454941 0.7868150 0.2087407 0
1403637162788318976.0 7.1561103 -0.0440316 -1.5927233 0.5737706 0.0491103 0.7921308 0.2022479 0
1403637162838319104.0 7.1514721 -0.0363374 -1.6316167 0.5659142 0.0502179 0.7980644 0.2007799 0
1403637162888318976.0 7.1455598 -0.0232190 -1.6693078 0.5550528 0.0531162 0.8057328 0.1997243 0
1403637162938319104.0 7.1372786 -0.0122384 -1.7074742 0.5445403 0.0507607 0.8144467 0.1938450 0
1403637162988318976.0 7.1228771 -0.0019552 -1.7468696 0.5310106 0.0469381 0.8228902 0.1966630 0
1403637163038319104.0 7.1058526 0.0138117 -1.7812471 0.5165798 0.0442462 0.8317569 0.1984137 0
1403637163088318976.0 7.0853281 0.0289272 -1.8240778 0.5020571 0.0408724 0.8410280 0.1973321 0
1403637163138319104.0 7.0609150 0.0411751 -1.8665807 0.4854430 0.0375464 0.8509842 0.1968790 0
1403637163188318976.0 7.0335212 0.0572593 -1.9066777 0.4682345 0.0374335 0.8599169 0.1997449 0
1403637163238319104.0 7.0049920 0.0731373 -1.9464762 0.4487554 0.0342622 0.8705708 0.1988749 0
1403637163288318976.0 6.9700594 0.0911489 -1.9817344 0.4314557 0.0318831 0.8789657 0.2006210 0
1403637163338319104.0 6.9353466 0.1072440 -2.0122070 0.4137393 0.0355215 0.8868831 0.2024757 0
1403637163388318976.0 6.8975639 0.1204524 -2.0416808 0.3981348 0.0382487 0.8925867 0.2081217 0
1403637163438319104.0 6.8590770 0.1403718 -2.0662389 0.3815832 0.0389307 0.8985528 0.2132642 0
1403637163488318976.0 6.8141856 0.1579254 -2.0912588 0.3664184 0.0405451 0.9034680 0.2187217 0
1403637163538319104.0 6.7681475 0.1700563 -2.1098812 0.3533085 0.0433903 0.9060350 0.2288907 0
1403637163588318976.0 6.7200956 0.1882637 -2.1284881 0.3432988 0.0469318 0.9079381 0.2357791 0
1403637163638319104.0 6.6686835 0.1990182 -2.1441982 0.3341228 0.0454180 0.9079840 0.2487252 0
1403637163688318976.0 6.6204929 0.2089534 -2.1677380 0.3254740 0.0476326 0.9094805 0.2542498 0
1403637163738319104.0 6.5740166 0.2178156 -2.1976786 0.3191613 0.0522783 0.9087825 0.2636616 0
1403637163788318976.0 6.5348587 0.2324147 -2.2400451 0.3146871 0.0498091 0.9088258 0.2693078 0
1403637163838319104.0 6.4985638 0.2475336 -2.2798641 0.3110426 0.0550068 0.9081689 0.2746928 0
1403637163888318976.0 6.4530811 0.2525783 -2.3215892 0.3083806 0.0587702 0.9073183 0.2796801 0
1403637163938319104.0 6.4148760 0.2604296 -2.3650913 0.3048377 0.0629965 0.9089811 0.2772343 0
1403637163988318976.0 6.3676639 0.2643025 -2.4079683 0.3023128 0.0656462 0.9100275 0.2759484 0
1403637164038319104.0 6.3195295 0.2703698 -2.4496856 0.3013385 0.0664498 0.9097840 0.2776194 0
1403637164088318976.0 6.2685270 0.2704945 -2.4943538 0.2996504 0.0656504 0.9120570 0.2721245 0
1403637164138319104.0 6.2136021 0.2742770 -2.5403984 0.2989235 0.0624217 0.9129830 0.2705741 0
1403637164188318976.0 6.1539588 0.2758753 -2.5855830 0.2982398 0.0621533 0.9146451 0.2657335 0
1403637164238319104.0 6.0924845 0.2684216 -2.6368022 0.2994373 0.0582684 0.9143949 0.2661281 0
1403637164288318976.0 6.0325003 0.2673779 -2.6831284 0.2987296 0.0478671 0.9179690 0.2565193 0
1403637164338319104.0 5.9684496 0.2653527 -2.7279656 0.3004171 0.0467835 0.9156601 0.2629209 0
1403637164388318976.0 5.9028053 0.2658861 -2.7723866 0.2995453 0.0404002 0.9173318 0.2591194 0
1403637164438319104.0 5.8370199 0.2696862 -2.8167133 0.3006218 0.0372464 0.9171587 0.2589577 0
1403637164488318976.0 5.7657118 0.2705410 -2.8603582 0.3012510 0.0397121 0.9154261 0.2639428 0
1403637164538319104.0 5.6980314 0.2732527 -2.9011221 0.3027204 0.0419083 0.9151430 0.2629020 0
1403637164588318976.0 5.6272221 0.2800369 -2.9449806 0.3031939 0.0442665 0.9137943 0.2666346 0
1403637164638319104.0 5.5560403 0.2819555 -2.9884272 0.3033859 0.0475564 0.9126559 0.2697307 0
1403637164688318976.0 5.4804564 0.2918355 -3.0272937 0.3046739 0.0417072 0.9131582 0.2675378 0
1403637164738319104.0 5.4049320 0.3040752 -3.0745006 0.3040963 0.0372719 0.9143230 0.2648578 0
1403637164788318976.0 5.3258801 0.3128181 -3.1183667 0.3026821 0.0311099 0.9168752 0.2583711 0
1403637164838319104.0 5.2464972 0.3274198 -3.1615286 0.2988954 0.0267108 0.9191977 0.2549976 0
1403637164888318976.0 5.1662579 0.3373425 -3.2012658 0.2938476 0.0196049 0.9224475 0.2497195 0
1403637164938319104.0 5.0868206 0.3490541 -3.2389491 0.2879998 0.0190510 0.9251179 0.2466783 0
1403637164988318976.0 5.0070877 0.3620682 -3.2793617 0.2798326 0.0147517 0.9276840 0.2467356 0
1403637165038319104.0 4.9284592 0.3745911 -3.3188210 0.2715014 0.0126747 0.9314897 0.2417711 0
1403637165088318976.0 4.8490181 0.3857590 -3.3593802 0.2616073 0.0143845 0.9342025 0.2421165 0
1403637165138319104.0 4.7641664 0.4039203 -3.4131186 0.2515293 0.0122704 0.9377696 0.2391037 0
1403637165188318976.0 4.6807237 0.4227389 -3.4584067 0.2399902 0.0107164 0.9399303 0.2425302 0
1403637165238319104.0 4.5963111 0.4363165 -3.5038917 0.2270532 0.0113114 0.9435222 0.2410080 0
1403637165288318976.0 4.5134544 0.4495139 -3.5453987 0.2151785 0.0109714 0.9455524 0.2439437 0
1403637165338319104.0 4.4291253 0.4624234 -3.5848835 0.2018025 0.0080070 0.9479776 0.2460694 0
1403637165388318976.0 4.3490877 0.4703963 -3.6253774 0.1894710 0.0072884 0.9500504 0.2478951 0
1403637165438319104.0 4.2638450 0.4770198 -3.6599302 0.1801321 0.0037911 0.9488943 0.2591092 0
1403637165488318976.0 4.1709237 0.4909068 -3.7001543 0.1726228 0.0062367 0.9495381 0.2618011 0
1403637165538319104.0 4.0891480 0.4946897 -3.7378225 0.1623030 -0.0001181 0.9514682 0.2614689 0
1403637165588318976.0 4.0157938 0.4968929 -3.7773235 0.1555618 -0.0018557 0.9497727 0.2715305 0
1403637165638319104.0 3.9405437 0.5030910 -3.8149331 0.1483882 -0.0115338 0.9511585 0.2704540 0
1403637165688318976.0 3.8655546 0.5054220 -3.8529551 0.1427832 -0.0163395 0.9526947 0.2678037 0
1403637165738319104.0 3.7923126 0.5111910 -3.8903971 0.1367924 -0.0256518 0.9533966 0.2677028 0
1403637165788318976.0 3.7188425 0.5165064 -3.9265723 0.1323282 -0.0323577 0.9534581 0.2689977 0
1403637165838319104.0 3.6490870 0.5200356 -3.9623446 0.1286463 -0.0394240 0.9541482 0.2673892 0
1403637165888318976.0 3.5779417 0.5273107 -3.9972520 0.1298319 -0.0457448 0.9549168 0.2630302 0
1403637165938319104.0 3.5140400 0.5371306 -4.0274911 0.1283094 -0.0544910 0.9546965 0.2629108 0
1403637165988318976.0 3.4527547 0.5460409 -4.0601397 0.1318490 -0.0592714 0.9536432 0.2639458 0
1403637166038319104.0 3.3920155 0.5540727 -4.0900092 0.1356659 -0.0637606 0.9527470 0.2642015 0
1403637166088318976.0 3.3372583 0.5707724 -4.1185961 0.1378293 -0.0697919 0.9519779 0.2643298 0
1403637166138319104.0 3.2824154 0.5868499 -4.1466002 0.1429345 -0.0716158 0.9521149 0.2606111 0
1403637166188318976.0 3.2304363 0.6094017 -4.1707330 0.1457479 -0.0757510 0.9516417 0.2596100 0
1403637166238319104.0 3.1817222 0.6260926 -4.1946912 0.1504733 -0.0705370 0.9534881 0.2514812 0
1403637166288318976.0 3.1370866 0.6461222 -4.2195659 0.1533524 -0.0702924 0.9527990 0.2524203 0
1403637166338319104.0 3.0958619 0.6636966 -4.2438135 0.1580116 -0.0670022 0.9570693 0.2335835 0
1403637166388318976.0 3.0618110 0.6797663 -4.2636113 0.1637528 -0.0573846 0.9588215 0.2248407 0
1403637166438319104.0 3.0249772 0.6993968 -4.2805343 0.1693168 -0.0521806 0.9604967 0.2146045 0
1403637166488318976.0 2.9925306 0.7099248 -4.2938228 0.1735321 -0.0503450 0.9618201 0.2055578 0
1403637166538319104.0 2.9588313 0.7215726 -4.3105793 0.1780227 -0.0487040 0.9615468 0.2033805 0
1403637166588318976.0 2.9269795 0.7333122 -4.3197932 0.1814358 -0.0505482 0.9590473 0.2115520 0
1403637166638319104.0 2.8970494 0.7381870 -4.3210096 0.1845860 -0.0493597 0.9576761 0.2152862 0
1403637166688318976.0 2.8708444 0.7476639 -4.3216887 0.1854324 -0.0552294 0.9534867 0.2311443 0
1403637166738319104.0 2.8464634 0.7561027 -4.3169761 0.1874365 -0.0638665 0.9512181 0.2365855 0
1403637166788318976.0 2.8227024 0.7586225 -4.3161368 0.1884703 -0.0703752 0.9481975 0.2458611 0
1403637166838319104.0 2.8031509 0.7705996 -4.3111620 0.1891766 -0.0817794 0.9475173 0.2444078 0
1403637166888318976.0 2.7860298 0.7768428 -4.3080320 0.1910409 -0.0885281 0.9461657 0.2458387 0
1403637166938319104.0 2.7685068 0.7897205 -4.3025560 0.1920578 -0.0995972 0.9461492 0.2408235 0
1403637166988318976.0 2.7630134 0.7974136 -4.2961512 0.1930050 -0.1044373 0.9468853 0.2350535 0
1403637167038319104.0 2.7535949 0.8044564 -4.2848954 0.1942025 -0.1152057 0.9469478 0.2286984 0
1403637167088318976.0 2.7520852 0.8100559 -4.2727423 0.1948637 -0.1215812 0.9481639 0.2196164 0
1403637167138319104.0 2.7545834 0.8089668 -4.2603893 0.1972094 -0.1248221 0.9491131 0.2114528 0
1403637167188318976.0 2.7603040 0.8061948 -4.2453723 0.1972467 -0.1293888 0.9499978 0.2045884 0
1403637167238319104.0 2.7734172 0.8007252 -4.2245107 0.1976584 -0.1309169 0.9503193 0.2017056 0
1403637167288318976.0 2.7917695 0.7930658 -4.2026668 0.1987216 -0.1321017 0.9510853 0.1962032 0
1403637167338319104.0 2.8175530 0.7847502 -4.1750469 0.1964158 -0.1333574 0.9504009 0.2009345 0
1403637167388318976.0 2.8427162 0.7780730 -4.1429849 0.1971408 -0.1287109 0.9490767 0.2093381 0
1403637167438319104.0 2.8765574 0.7696120 -4.1049886 0.1977370 -0.1158135 0.9489128 0.2169144 0
1403637167488318976.0 2.9162090 0.7560660 -4.0672297 0.1984002 -0.1016369 0.9485992 0.2246483 0
1403637167538319104.0 2.9589672 0.7495518 -4.0217891 0.2000359 -0.0859663 0.9467427 0.2372209 0
1403637167588318976.0 3.0066099 0.7351831 -3.9745016 0.2011290 -0.0685248 0.9465830 0.2425535 0
1403637167638319104.0 3.0559916 0.7293769 -3.9312320 0.2030243 -0.0522591 0.9454371 0.2493968 0
1403637167688318976.0 3.1025546 0.7197701 -3.8852875 0.2055765 -0.0406983 0.9434265 0.2569597 0
1403637167738319104.0 3.1506772 0.7122165 -3.8371348 0.2101822 -0.0337242 0.9421529 0.2589094 0
1403637167788318976.0 3.1938355 0.7109019 -3.7955294 0.2156765 -0.0293791 0.9398835 0.2631342 0
1403637167838319104.0 3.2410915 0.7140096 -3.7526839 0.2210853 -0.0291256 0.9369215 0.2691672 0
1403637167888318976.0 3.2885900 0.7142400 -3.7058311 0.2279373 -0.0307550 0.9338403 0.2739363 0
1403637167938319104.0 3.3379455 0.7092277 -3.6623850 0.2333265 -0.0312898 0.9317192 0.2765483 0
1403637167988318976.0 3.3774033 0.7092000 -3.6273525 0.2399917 -0.0415956 0.9302144 0.2745450 0
1403637168038319104.0 3.4203732 0.7018414 -3.5926454 0.2454223 -0.0422447 0.9287957 0.2744482 0
1403637168088318976.0 3.4638209 0.6965215 -3.5550072 0.2502228 -0.0427046 0.9269614 0.2762380 0
1403637168138319104.0 3.5097947 0.6932682 -3.5144584 0.2547922 -0.0398929 0.9256836 0.2767657 0
1403637168188318976.0 3.5589392 0.6919758 -3.4734433 0.2581998 -0.0398079 0.9247602 0.2767069 0
1403637168238319104.0 3.6072292 0.6925266 -3.4328809 0.2616974 -0.0373360 0.9245197 0.2745613 0
1403637168288318976.0 3.6613889 0.6970484 -3.3932307 0.2634190 -0.0378147 0.9241556 0.2740747 0
1403637168338319104.0 3.7112622 0.7040433 -3.3539448 0.2661374 -0.0367901 0.9260278 0.2651224 0
1403637168388318976.0 3.7661064 0.7208463 -3.3211000 0.2690770 -0.0335071 0.9277939 0.2562681 0
1403637168438319104.0 3.8193827 0.7382075 -3.2813299 0.2704624 -0.0362093 0.9295958 0.2477711 0
1403637168488318976.0 3.8708310 0.7520230 -3.2435627 0.2722298 -0.0279883 0.9308093 0.2422842 0
1403637168538319104.0 3.9214766 0.7666011 -3.2001767 0.2737275 -0.0276912 0.9301648 0.2431049 0
1403637168588318976.0 3.9741116 0.7831771 -3.1524911 0.2761445 -0.0248344 0.9289166 0.2454414 0
1403637168638319104.0 4.0294337 0.7972226 -3.1165717 0.2753727 -0.0247425 0.9292177 0.2451778 0
1403637168688318976.0 4.0803761 0.8068949 -3.0709472 0.2769414 -0.0259626 0.9272321 0.2507390 0
1403637168738319104.0 4.1359873 0.8199077 -3.0284934 0.2774708 -0.0259835 0.9269238 0.2512908 0
1403637168788318976.0 4.1908073 0.8262707 -2.9830494 0.2772942 -0.0235272 0.9261385 0.2546015 0
1403637168838319104.0 4.2443647 0.8287231 -2.9373932 0.2772377 -0.0282537 0.9262914 0.2536241 0
1403637168888318976.0 4.2999325 0.8347313 -2.8912075 0.2764897 -0.0315074 0.9257213 0.2561263 0
1403637168938319104.0 4.3552284 0.8393800 -2.8485365 0.2754477 -0.0353673 0.9261501 0.2551936 0
1403637168988318976.0 4.4016018 0.8440998 -2.8052871 0.2774410 -0.0357594 0.9250675 0.2569003 0
1403637169038319104.0 4.4513745 0.8545377 -2.7618074 0.2763525 -0.0426704 0.9262006 0.2529053 0
1403637169088318976.0 4.5065804 0.8616340 -2.7192507 0.2768295 -0.0477335 0.9254315 0.2542899 0
1403637169138319104.0 4.5627308 0.8637065 -2.6802337 0.2819046 -0.0439323 0.9248877 0.2513612 0
1403637169188318976.0 4.6206522 0.8648686 -2.6291981 0.2847737 -0.0495095 0.9235634 0.2519591 0
1403637169238319104.0 4.6782293 0.8665149 -2.5909154 0.2934098 -0.0494916 0.9231778 0.2433187 0
1403637169288318976.0 4.7407980 0.8618519 -2.5479164 0.3024499 -0.0475473 0.9195688 0.2462856 0
1403637169338319104.0 4.7964368 0.8636336 -2.5043297 0.3138919 -0.0485075 0.9177532 0.2384282 0
1403637169388318976.0 4.8608589 0.8535644 -2.4552448 0.3252528 -0.0474984 0.9140752 0.2375313 0
1403637169438319104.0 4.9237194 0.8420628 -2.4041765 0.3393288 -0.0450671 0.9104777 0.2320673 0
1403637169488318976.0 4.9836998 0.8342578 -2.3606651 0.3532677 -0.0426507 0.9058707 0.2297413 0
1403637169538319104.0 5.0505939 0.8126682 -2.3176804 0.3686350 -0.0459150 0.9005997 0.2256553 0
1403637169588318976.0 5.1068344 0.8003768 -2.2722378 0.3855989 -0.0444041 0.8945701 0.2215538 0
1403637169638319104.0 5.1729751 0.7809427 -2.2162616 0.4020774 -0.0498499 0.8898904 0.2096280 0
1403637169688318976.0 5.2323298 0.7590004 -2.1634440 0.4207068 -0.0442187 0.8813251 0.2105149 0
1403637169738319104.0 5.2919903 0.7344235 -2.1084175 0.4368056 -0.0488510 0.8754886 0.2008338 0
1403637169788318976.0 5.3609233 0.7250253 -2.0483906 0.4528100 -0.0460991 0.8676350 0.2001186 0
1403637169838319104.0 5.4265280 0.7087432 -1.9857820 0.4683803 -0.0485564 0.8603222 0.1952124 0
1403637169888318976.0 5.4902153 0.6963425 -1.9181288 0.4813511 -0.0512631 0.8543524 0.1890908 0
1403637169938319104.0 5.5553470 0.6878309 -1.8557119 0.4968635 -0.0499389 0.8461362 0.1862428 0
1403637169988318976.0 5.6203146 0.6763006 -1.7870216 0.5075882 -0.0544496 0.8406145 0.1809879 0
1403637170038319104.0 5.6846352 0.6635506 -1.7138816 0.5197659 -0.0536183 0.8337951 0.1781970 0
1403637170088318976.0 5.7487831 0.6540833 -1.6367085 0.5318289 -0.0587448 0.8264577 0.1751426 0
1403637170138319104.0 5.8110776 0.6464357 -1.5532231 0.5435435 -0.0572440 0.8200209 0.1698509 0
1403637170188318976.0 5.8730168 0.6374158 -1.4735552 0.5552232 -0.0586219 0.8125942 0.1672765 0
1403637170238319104.0 5.9305091 0.6239896 -1.3846452 0.5663944 -0.0569520 0.8055772 0.1643147 0
1403637170288318976.0 5.9900990 0.6143274 -1.2948387 0.5771706 -0.0577268 0.7993854 0.1566036 0
1403637170338319104.0 6.0486317 0.6004261 -1.1974727 0.5897121 -0.0515088 0.7910688 0.1542616 0
1403637170388318976.0 6.1100049 0.5908691 -1.0975252 0.6014391 -0.0471573 0.7821475 0.1558606 0
1403637170438319104.0 6.1685829 0.5804306 -0.9958401 0.6150779 -0.0362264 0.7729058 0.1516027 0
1403637170488318976.0 6.2228198 0.5659615 -0.8904442 0.6276655 -0.0261821 0.7632759 0.1508660 0
1403637170538319104.0 6.2758622 0.5539517 -0.7808358 0.6408141 -0.0132264 0.7536474 0.1455951 0
1403637170588318976.0 6.3275895 0.5404948 -0.6689920 0.6540258 0.0013359 0.7435300 0.1393259 0
1403637170638319104.0 6.3746629 0.5339984 -0.5555503 0.6652046 0.0053292 0.7341810 0.1358397 0
1403637170688318976.0 6.4207273 0.5238358 -0.4384022 0.6769873 0.0127868 0.7247127 0.1277346 0
1403637170738319104.0 6.4597411 0.5135378 -0.3201214 0.6890574 0.0170202 0.7138854 0.1236043 0
1403637170788318976.0 6.4943585 0.5054736 -0.2026936 0.7015885 0.0221256 0.7015678 0.1228279 0
1403637170838319104.0 6.5265203 0.4948043 -0.0808267 0.7121830 0.0163314 0.6910791 0.1222227 0
1403637170888318976.0 6.5534267 0.4795583 0.0320899 0.7259229 0.0160017 0.6764743 0.1231361 0
1403637170938319104.0 6.5794597 0.4708869 0.1410002 0.7367865 0.0080654 0.6648257 0.1228302 0
1403637170988318976.0 6.6033320 0.4593658 0.2496431 0.7499576 0.0075605 0.6496432 0.1243789 0
1403637171038319104.0 6.6188087 0.4405304 0.3574291 0.7608678 0.0077646 0.6375859 0.1204331 0
1403637171088318976.0 6.6337247 0.4242126 0.4652381 0.7715898 0.0033057 0.6238223 0.1244354 0
1403637171138319104.0 6.6441121 0.4080069 0.5619326 0.7806062 -0.0026602 0.6126187 0.1238757 0
1403637171188318976.0 6.6521382 0.3943203 0.6542151 0.7891701 -0.0000858 0.6017987 0.1226738 0
1403637171238319104.0 6.6572471 0.3753952 0.7478491 0.7962366 0.0033212 0.5926036 0.1217256 0
1403637171288318976.0 6.6644030 0.3530953 0.8351700 0.8020056 0.0015253 0.5856726 0.1173557 0
1403637171338319104.0 6.6652641 0.3322513 0.9238145 0.8069853 0.0037871 0.5792854 0.1148426 0
1403637171388318976.0 6.6696744 0.3192180 0.9890674 0.8110745 0.0028704 0.5746614 0.1091520 0
1403637171438319104.0 6.6687722 0.2982790 1.0673617 0.8125924 -0.0005013 0.5742196 0.0998253 0
1403637171488318976.0 6.6584010 0.2753775 1.1380109 0.8157067 -0.0010136 0.5699390 0.0989503 0
1403637171538319104.0 6.6470351 0.2525350 1.2132952 0.8167611 -0.0005091 0.5691787 0.0945337 0
1403637171588318976.0 6.6372461 0.2327366 1.2880917 0.8174769 -0.0054013 0.5682535 0.0937567 0
1403637171638319104.0 6.6178117 0.2139285 1.3589208 0.8173823 -0.0108283 0.5688263 0.0905836 0
1403637171688318976.0 6.6014485 0.1969867 1.4332085 0.8168828 -0.0116077 0.5699313 0.0880118 0
1403637171738319104.0 6.5410433 0.1751518 1.4735583 0.8186169 -0.0110265 0.5678697 0.0852567 0
1403637171788318976.0 6.5134645 0.1574832 1.5498980 0.8169897 -0.0107834 0.5702745 0.0848443 0
1403637171838319104.0 6.4851689 0.1414135 1.6278278 0.8147080 -0.0114856 0.5739976 0.0815215 0
1403637171888318976.0 6.4523649 0.1282352 1.6944537 0.8141088 -0.0090575 0.5752519 0.0789308 0
1403637171938319104.0 6.4173512 0.1163025 1.7677118 0.8124192 -0.0124511 0.5775813 0.0788661 0
1403637171988318976.0 6.3801417 0.1037260 1.8464031 0.8109264 -0.0089279 0.5800411 0.0766227 0
1403637172038319104.0 6.3324385 0.0901286 1.9151614 0.8094580 -0.0102313 0.5816538 0.0796993 0
1403637172088318976.0 6.2859178 0.0850306 1.9853408 0.8099306 -0.0059830 0.5817888 0.0741518 0
1403637172138319104.0 6.2354946 0.0673947 2.0623181 0.8081739 -0.0036097 0.5825866 0.0862257 0
1403637172188318976.0 6.1855545 0.0623809 2.1383865 0.8073128 -0.0073329 0.5832121 0.0897553 0
1403637172238319104.0 6.1257234 0.0485714 2.2171435 0.8087204 -0.0032198 0.5790846 0.1030627 0
1403637172288318976.0 6.0687323 0.0318206 2.2907500 0.8078424 -0.0014890 0.5779444 0.1156230 0
1403637172338319104.0 6.0075078 0.0130723 2.3643901 0.8073713 -0.0043389 0.5759315 0.1282014 0
1403637172388318976.0 5.9431572 -0.0000409 2.4255641 0.8079469 -0.0031067 0.5720830 0.1411849 0
1403637172438319104.0 5.8806052 -0.0181003 2.4958408 0.8066937 -0.0021627 0.5721238 0.1480373 0
1403637172488318976.0 5.8128614 -0.0385376 2.5611496 0.8062372 0.0008380 0.5701527 0.1578188 0
1403637172538319104.0 5.7494707 -0.0571765 2.6301167 0.8055559 0.0041215 0.5691026 0.1648787 0
1403637172588318976.0 5.6854386 -0.0794408 2.6900601 0.8032712 0.0037946 0.5714650 0.1678357 0
1403637172638319104.0 5.6196723 -0.1055347 2.7465181 0.8030740 0.0050209 0.5698175 0.1742266 0
1403637172688318976.0 5.5565448 -0.1248274 2.7987866 0.8023351 0.0034783 0.5696568 0.1781497 0
1403637172738319104.0 5.4897976 -0.1499512 2.8478823 0.8007768 0.0041183 0.5707415 0.1816417 0
1403637172788318976.0 5.4279757 -0.1761684 2.8913136 0.7982666 -0.0002734 0.5720171 0.1885914 0
1403637172838319104.0 5.3642702 -0.1998540 2.9336147 0.7950886 -0.0061828 0.5740235 0.1956855 0
1403637172888318976.0 5.3030100 -0.2190468 2.9692829 0.7915597 -0.0161314 0.5759212 0.2036855 0
1403637172938319104.0 5.2442098 -0.2363064 3.0045655 0.7869652 -0.0218096 0.5787150 0.2128358 0
1403637172988318976.0 5.1802106 -0.2603900 3.0417175 0.7822844 -0.0337576 0.5800619 0.2245435 0
1403637173038319104.0 5.1248946 -0.2714607 3.0751083 0.7782991 -0.0408804 0.5821981 0.2315699 0
1403637173088318976.0 5.0770712 -0.2749851 3.1061707 0.7728431 -0.0454190 0.5873968 0.2358294 0
1403637173138319104.0 5.0276370 -0.2786866 3.1377666 0.7663844 -0.0497111 0.5903603 0.2483113 0
1403637173188318976.0 4.9822383 -0.2758666 3.1656408 0.7605483 -0.0482446 0.5970554 0.2505267 0
1403637173238319104.0 4.9423251 -0.2773597 3.1947277 0.7521490 -0.0487888 0.6059794 0.2543236 0
1403637173288318976.0 4.9087110 -0.2756801 3.2176976 0.7446896 -0.0413418 0.6155068 0.2547147 0
1403637173338319104.0 4.8785949 -0.2627599 3.2388077 0.7363544 -0.0401085 0.6261777 0.2531304 0
1403637173388318976.0 4.8484421 -0.2629000 3.2580881 0.7273637 -0.0334088 0.6356445 0.2564799 0
1403637173438319104.0 4.8220873 -0.2565877 3.2754841 0.7175552 -0.0309704 0.6464466 0.2574143 0
1403637173488318976.0 4.7965541 -0.2531066 3.2883880 0.7092196 -0.0269177 0.6555599 0.2579229 0
1403637173538319104.0 4.7782183 -0.2408874 3.2992411 0.6998595 -0.0184875 0.6657287 0.2581863 0
1403637173588318976.0 4.7689023 -0.2192374 3.2978511 0.6910291 -0.0140532 0.6737222 0.2614953 0
1403637173638319104.0 4.7449584 -0.2138951 3.3029196 0.6823901 -0.0065967 0.6801485 0.2677650 0
1403637173688318976.0 4.7323027 -0.1970081 3.3055818 0.6727278 -0.0041911 0.6873302 0.2738556 0
1403637173738319104.0 4.7206531 -0.1790053 3.3075047 0.6641553 0.0006106 0.6927792 0.2809882 0
1403637173788318976.0 4.7098608 -0.1638796 3.3038549 0.6555038 0.0003477 0.6974120 0.2897089 0
1403637173838319104.0 4.7010255 -0.1418200 3.2949052 0.6450380 -0.0000834 0.7017547 0.3024340 0
1403637173888318976.0 4.6954269 -0.1159713 3.2823992 0.6381159 -0.0053652 0.7059748 0.3072113 0
1403637173938319104.0 4.6897774 -0.0967042 3.2645395 0.6306649 -0.0145446 0.7108064 0.3111343 0
1403637173988318976.0 4.6912508 -0.0763556 3.2410207 0.6261014 -0.0205996 0.7176552 0.3042099 0
1403637174038319104.0 4.6939206 -0.0587710 3.2102163 0.6217279 -0.0280300 0.7263551 0.2916796 0
1403637174088318976.0 4.6987591 -0.0472286 3.1798296 0.6188219 -0.0268564 0.7344378 0.2773794 0
1403637174138319104.0 4.7081466 -0.0414915 3.1442645 0.6166371 -0.0234897 0.7437766 0.2569109 0
1403637174188318976.0 4.7201777 -0.0385476 3.1064754 0.6140934 -0.0183659 0.7504415 0.2437001 0
1403637174238319104.0 4.7306452 -0.0358962 3.0658698 0.6136441 -0.0101189 0.7554086 0.2295572 0
1403637174288318976.0 4.7448821 -0.0365272 3.0237801 0.6133010 -0.0027119 0.7576753 0.2231204 0
1403637174338319104.0 4.7626176 -0.0205046 2.9761877 0.6137512 0.0013673 0.7574233 0.2227498 0
1403637174388318976.0 4.7718883 -0.0216238 2.9318750 0.6130695 0.0054634 0.7586418 0.2204055 0
1403637174438319104.0 4.7807980 -0.0252154 2.8876257 0.6138111 0.0203737 0.7563937 0.2251432 0
1403637174488318976.0 4.7878437 -0.0294439 2.8406298 0.6118453 0.0314421 0.7572324 0.2263976 0
1403637174538319104.0 4.7988453 -0.0324856 2.7890499 0.6096138 0.0322213 0.7584099 0.2283578 0
1403637174588318976.0 4.8047791 -0.0374262 2.7368011 0.6052099 0.0382045 0.7602134 0.2331028 0
1403637174638319104.0 4.8057899 -0.0411872 2.6812656 0.5995842 0.0338512 0.7664438 0.2278524 0
1403637174688318976.0 4.8082318 -0.0411079 2.6246450 0.5912412 0.0348191 0.7732002 0.2266783 0
1403637174738319104.0 4.8105044 -0.0387211 2.5634308 0.5816325 0.0297183 0.7824681 0.2203727 0
